true_id,true_label,pred_id,pred_label,count
152,forest_road,151,forest_path,113
101,conference_center,27,auditorium,111
208,laundromat,343,utility_room,111
296,schoolhouse,193,inn-outdoor,111
265,picnic_area,254,park,111
314,stadium-soccer,312,stadium-baseball,111
229,moat-water,78,canal-natural,110
7,amusement_park,354,water_tower,110
259,patio,127,driveway,110
163,glacier,234,mountain_snowy,109
183,house,157,garage-outdoor,109
231,motel,354,water_tower,109
307,skyscraper,354,water_tower,109
315,stage-indoor,16,arena-performance,109
150,forest-broadleaf,279,rainforest,109
145,fishpond,197,japanese_garden,109
243,ocean,48,beach,108
323,swamp,150,forest-broadleaf,108
62,botanical_garden,279,rainforest,108
200,kasbah,348,village,108
173,hayfield,140,field-cultivated,108
62,botanical_garden,345,vegetable_garden,107
172,hardware_store,321,supermarket,107
166,greenhouse-outdoor,165,greenhouse-indoor,107
178,hospital,193,inn-outdoor,107
258,pasture,141,field-wild,106
54,beer_hall,39,bar,106
8,apartment_building-outdoor,245,office_building,106
341,tundra,233,mountain_path,105
182,hotel_room,215,living_room,105
256,parking_garage-outdoor,193,inn-outdoor,105
114,delicatessen,31,bakery-shop,105
167,grotto,85,catacomb,105
16,arena-performance,315,stage-indoor,104
299,shed,157,garage-outdoor,104
110,creek,340,trench,104
163,glacier,309,snowfield,104
363,youth_hostel,55,berth,103
73,butte,81,canyon,103
187,ice_shelf,309,snowfield,103
138,farm,140,field-cultivated,103
87,chalet,107,cottage,103
336,train_interior,70,bus_interior,103
120,dining_hall,121,dining_room,103
262,pharmacy,128,drugstore,102
94,cliff,194,islet,102
204,lagoon,48,beach,102
203,kitchen,155,galley,101
67,building_facade,32,balcony-exterior,100
197,japanese_garden,279,rainforest,100
38,banquet_hall,211,legislative_chamber,100
131,elevator_shaft,317,staircase,100
147,florist_shop-indoor,345,vegetable_garden,100
111,crevasse,187,ice_shelf,100
296,schoolhouse,40,barn,100
165,greenhouse-indoor,166,greenhouse-outdoor,99
269,playroom,240,nursery,99
181,hotel-outdoor,245,office_building,99
52,bedroom,215,living_room,98
237,museum-outdoor,193,inn-outdoor,98
283,residential_neighborhood,157,garage-outdoor,98
46,bazaar-indoor,11,arcade,98
185,ice_cream_parlor,31,bakery-shop,97
115,department_store,321,supermarket,97
234,mountain_snowy,233,mountain_path,97
363,youth_hostel,124,dorm_room,97
25,atrium-public,11,arcade,96
79,canal-urban,229,moat-water,96
248,operating_room,179,hospital_room,96
189,ice_skating_rink-outdoor,188,ice_skating_rink-indoor,96
152,forest_road,175,highway,96
210,lecture_room,92,classroom,96
80,candy_store,198,jewelry_shop,96
228,mezzanine,317,staircase,95
329,television_studio,211,legislative_chamber,95
109,courtyard,193,inn-outdoor,95
241,nursing_home,211,legislative_chamber,95
17,arena-rodeo,275,racecourse,94
178,hospital,245,office_building,94
104,corn_field,140,field-cultivated,94
231,motel,193,inn-outdoor,94
150,forest-broadleaf,36,bamboo_forest,94
189,ice_skating_rink-outdoor,15,arena-hockey,93
71,bus_station-indoor,337,train_station-platform,93
14,archive,60,bookstore,93
135,escalator-indoor,317,staircase,93
165,greenhouse-indoor,345,vegetable_garden,93
28,auto_factory,133,engine_room,92
146,flea_market-indoor,223,market-outdoor,92
97,coast,48,beach,92
2,airport_terminal,302,shopping_mall-indoor,92
33,balcony-interior,272,porch,92
302,shopping_mall-indoor,11,arcade,91
42,baseball_field,312,stadium-baseball,91
187,ice_shelf,190,iceberg,91
215,living_room,352,waiting_room,91
11,arcade,302,shopping_mall-indoor,91
96,clothing_store,95,closet,91
274,pub-indoor,54,beer_hall,91
73,butte,117,desert-vegetation,90
80,candy_store,321,supermarket,90
244,office,211,legislative_chamber,90
244,office,100,computer_room,90
238,music_studio,211,legislative_chamber,90
218,lock_chamber,337,train_station-platform,90
87,chalet,304,ski_resort,89
114,delicatessen,267,pizzeria,89
63,bow_window-indoor,215,living_room,89
144,fire_station,157,garage-outdoor,88
274,pub-indoor,39,bar,88
120,dining_hall,211,legislative_chamber,87
162,gift_shop,198,jewelry_shop,87
256,parking_garage-outdoor,32,balcony-exterior,87
216,loading_dock,157,garage-outdoor,87
73,butte,30,badlands,87
254,park,265,picnic_area,87
16,arena-performance,316,stage-outdoor,86
132,embassy,32,balcony-exterior,86
65,boxing_ring,225,martial_arts_gym,86
359,wheat_field,140,field-cultivated,86
242,oast_house,193,inn-outdoor,86
119,diner-outdoor,301,shopfront,86
118,desert_road,175,highway,86
40,barn,107,cottage,86
359,wheat_field,141,field-wild,86
105,corral,138,farm,85
48,beach,194,islet,85
269,playroom,89,childs_room,85
318,storage_room,298,server_room,85
51,bedchamber,215,living_room,85
246,office_cubicles,100,computer_room,85
296,schoolhouse,157,garage-outdoor,85
81,canyon,340,trench,85
224,marsh,323,swamp,84
156,garage-indoor,43,basement,84
138,farm,40,barn,84
171,harbor,247,oilrig,84
287,rice_paddy,141,field-wild,84
145,fishpond,345,vegetable_garden,84
125,downtown,307,skyscraper,84
226,mausoleum,354,water_tower,83
23,assembly_line,28,auto_factory,83
47,bazaar-outdoor,53,beer_garden,83
142,field_road,175,highway,83
52,bedroom,124,dorm_room,83
214,lighthouse,194,islet,83
77,campus,283,residential_neighborhood,82
291,rope_bridge,339,tree_house,82
244,office,124,dorm_room,82
342,underwater-ocean_deep,9,aquarium,82
232,mountain,348,village,82
52,bedroom,182,hotel_room,82
209,lawn,164,golf_course,81
328,television_room,352,waiting_room,81
60,bookstore,212,library-indoor,81
81,canyon,233,mountain_path,81
105,corral,17,arena-rodeo,81
190,iceberg,194,islet,81
91,church-outdoor,354,water_tower,81
245,office_building,193,inn-outdoor,80
305,ski_slope,304,ski_resort,80
347,viaduct,348,village,80
335,toyshop,198,jewelry_shop,80
253,pantry,95,closet,80
52,bedroom,240,nursery,79
62,botanical_garden,197,japanese_garden,79
186,ice_floe,309,snowfield,79
186,ice_floe,187,ice_shelf,79
237,museum-outdoor,354,water_tower,79
160,general_store-indoor,60,bookstore,79
87,chalet,339,tree_house,79
146,flea_market-indoor,46,bazaar-indoor,78
145,fishpond,279,rainforest,78
326,swimming_pool-outdoor,127,driveway,78
75,cafeteria,211,legislative_chamber,78
134,entrance_hall,317,staircase,78
360,wind_farm,354,water_tower,77
281,recreation_room,6,amusement_arcade,77
49,beach_house,193,inn-outdoor,77
312,stadium-baseball,313,stadium-football,77
114,delicatessen,321,supermarket,77
233,mountain_path,340,trench,77
316,stage-outdoor,16,arena-performance,77
171,harbor,266,pier,76
362,yard,157,garage-outdoor,76
286,restaurant_patio,53,beer_garden,76
190,iceberg,186,ice_floe,76
92,classroom,210,lecture_room,76
111,crevasse,309,snowfield,76
38,banquet_hall,120,dining_hall,76
222,market-indoor,321,supermarket,75
178,hospital,32,balcony-exterior,75
114,delicatessen,72,butchers_shop,75
222,market-indoor,46,bazaar-indoor,75
243,ocean,357,wave,75
136,excavation,199,junkyard,75
204,lagoon,309,snowfield,75
30,badlands,117,desert-vegetation,74
355,waterfall,279,rainforest,74
310,soccer_field,313,stadium-football,74
323,swamp,279,rainforest,74
308,slum,340,trench,74
239,natural_history_museum,19,art_gallery,74
363,youth_hostel,45,bathroom,74
31,bakery-shop,267,pizzeria,74
107,cottage,193,inn-outdoor,74
84,castle,348,village,73
163,glacier,233,mountain_path,73
